title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,topics,overall_sentiment_score,ticker_sentiment_score,ticker_sentiment_label,overall_sentiment_label_Bullish,overall_sentiment_label_Neutral,overall_sentiment_label_Somewhat-Bearish,overall_sentiment_label_Somewhat-Bullish,day_of_week,summary_length
MARA Reports Second Quarter 2024 Results,https://www.globenewswire.com/news-release/2024/08/01/2923275/0/en/MARA-Reports-Second-Quarter-2024-Results.html,2024-08-01 20:35:00,Marathon Digital Holdings Inc.,"- Revenues Increase 78% to $145.1 Million- Fair Market Value Loss of $148.0 Million, Resulting in Net Loss of $199.7 Million, or $0.72 Loss per Diluted Share- Adjusted EBITDA Decreases to a Loss of $85.1 Million ...",https://ml.globenewswire.com/Resource/Download/c6f90e85-d59a-4fb2-9c10-de6e48201994,GlobeNewswire,Unknown,www.globenewswire.com,"Financial Markets, Earnings, Real Estate & Construction, Blockchain",0.6157773037745812,0.6978891133199139,Somewhat-Bullish,False,False,False,True,Thursday,37
PRISM MarketView Launches AI Infrastructure and Datacenter Index,https://www.benzinga.com/pressreleases/24/08/g40097354/prism-marketview-launches-ai-infrastructure-and-datacenter-index,2024-08-01 12:00:00,Globe Newswire,"NEW YORK, Aug. 01, 2024 ( GLOBE NEWSWIRE ) -- PRISM MarketView, a leading provider of unbiased market insight and company news, today announces the launch of its PRISM Emerging AI Infrastructure and Datacenter Index in response to significant global growth and interest in AI technology.",https://ml.globenewswire.com/Resource/Download/b39c8bdf-add5-4990-9fbf-dd08337ef4d6/datacenters.jpg,Benzinga,General,www.benzinga.com,"Earnings, Technology, Financial Markets",0.8034629621589522,0.5672743093246171,Neutral,False,False,False,True,Thursday,46
Applied Digital Secures Final $25 Million from Garden City Facility Sale - Applied Digital  ( NASDAQ:APLD ) ,https://www.benzinga.com/pressreleases/24/07/g40051763/applied-digital-secures-final-25-million-from-garden-city-facility-sale,2024-07-30 20:40:40,Globe Newswire,"DALLAS, July 30, 2024 ( GLOBE NEWSWIRE ) -- Applied Digital Corporation APLD ( ""Applied Digital"" or the ""Company"" ) , a designer, builder, and operator of next-generation digital infrastructure designed for High-Performance Computing ( HPC ) applications, announced today that it has met the ...",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,Mergers,www.benzinga.com,Financial Markets,0.7461684871283856,0.9402607259407723,Bullish,False,False,False,True,Tuesday,46
Applied Digital Secures Final $25 Million from Garden City Facility Sale,https://www.globenewswire.com/news-release/2024/07/30/2921432/0/en/Applied-Digital-Secures-Final-25-Million-from-Garden-City-Facility-Sale.html,2024-07-30 20:40:00,"Inc., Applied Blockchain","DALLAS, July 30, 2024 ( GLOBE NEWSWIRE ) -- Applied Digital Corporation ( Nasdaq: APLD ) ( ""Applied Digital"" or the ""Company"" ) , a designer, builder, and operator of next-generation digital infrastructure designed for High-Performance Computing ( HPC ) applications, announced today that it has ...",https://ml.globenewswire.com/Resource/Download/a09f7f80-1e66-44ed-b53a-6007ec7be92a,GlobeNewswire,Unknown,www.globenewswire.com,Financial Markets,0.7530353088809307,0.9576059828718411,Bullish,False,False,False,True,Tuesday,47
Dow Surges Over 100 Points; Costco Earnings Top Views - Costco Wholesale  ( NASDAQ:COST ) ,https://www.benzinga.com/markets/equities/24/09/41067282/dow-surges-over-100-points-costco-earnings-top-views,2024-09-27 13:41:40,Avi Kapoor,"U.S. stocks traded higher this morning, with the Dow Jones index rising more than 100 points on Friday. Following the market opening Friday, the Dow traded up 0.27% to 42,290.97 while the NASDAQ rose 0.16% to 18,218.51. The S&P 500 also rose, gaining, 0.17% to 5,755.11.",https://cdn.benzinga.com/files/images/story/2024/09/27/wall-street-ai17.png?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Technology, Economy - Monetary, IPO, Economy - Fiscal, Retail & Wholesale, Financial Markets, Earnings, Real Estate & Construction",0.6510581740108373,0.7114603396801192,Somewhat-Bullish,False,False,False,True,Friday,46
Why Intel Shares Are Trading Higher By Around 7%; Here Are 20 Stocks Moving Premarket - Ocean Power Techs  ( AMEX:OPTT ) ,https://www.benzinga.com/news/24/09/40893104/why-intel-shares-are-trading-higher-by-around-7-here-are-20-stocks-moving-premarket,2024-09-17 09:48:13,Avi Kapoor,Shares of Intel Corporation INTC rose sharply in today's pre-market trading after the company announced a strategic collaboration with AWS to help advance US-based chip manufacturing. Intel shares jumped 6.9% to $22.36 in the pre-market trading. Here are some other stocks moving in pre-market ...,https://cdn.benzinga.com/files/images/story/2024/09/17/movers-image.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Earnings, Real Estate & Construction, Technology",0.5754306994410466,0.5606953733824033,Neutral,False,True,False,False,Tuesday,45
Why Champions Oncology Shares Are Trading Higher By Over 13%; Here Are 20 Stocks Moving Premarket - Champions Oncology  ( NASDAQ:CSBR ) ,https://www.benzinga.com/news/24/09/40827755/why-champions-oncology-shares-are-trading-higher-by-over-13-here-are-20-stocks-moving-premarket,2024-09-12 09:46:55,Avi Kapoor,"Shares of Champions Oncology, Inc. CSBR rose sharply in today's pre-market trading reported better-than-expected financial results for the first quarter on Wednesday. The company reported quarterly earnings of 11 cents per share which beat the analyst consensus estimate of a loss of $0.3 per share.",https://cdn.benzinga.com/files/images/story/2024/09/12/movers-image.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, IPO, Financial Markets, Manufacturing, Earnings, Technology",0.6313512499072146,0.5147183718696648,Neutral,False,False,False,True,Thursday,45
Dow Tumbles 350 Points; US Inflation Rate Slows In August - BriaCell Therapeutics  ( NASDAQ:BCTX ) ,https://www.benzinga.com/markets/equities/24/09/40814666/dow-tumbles-350-points-us-inflation-rate-slows-in-august,2024-09-11 13:47:20,Avi Kapoor,"U.S. stocks traded mostly lower this morning, with the Dow Jones falling around 350 points on Wednesday. The Dow traded down 0.87% to 40,384.56 while the NASDAQ rose 0.05% to 17,034.56. The S&P 500 also fell, dropping, 0.41% to 5,473.12. Information technology shares surged by 0.9% on Wednesday.",https://cdn.benzinga.com/files/images/story/2024/09/11/Inflation-And-Policy-Impact.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Economy - Monetary, Life Sciences, Retail & Wholesale, Financial Markets, Technology",0.4574426516043826,0.7600581475119708,Somewhat-Bullish,False,True,False,False,Wednesday,48
Why Dave & Buster's Shares Are Trading Higher By Around 13%; Here Are 20 Stocks Moving Premarket - Dave & Buster's Enter  ( NASDAQ:PLAY ) ,https://www.benzinga.com/news/24/09/40809529/why-dave-busters-shares-are-trading-higher-by-around-13-here-are-20-stocks-moving-premarket,2024-09-11 09:16:27,Avi Kapoor,"Shares of Dave & Buster's Entertainment, Inc. PLAY rose sharply in today's pre-market trading after the company posted stronger-than-expected earnings for its second quarter on Tuesday. Dave & Buster's reported quarterly earnings of $1.12 per share, which beat the analyst consensus estimate of 84 ...",https://cdn.benzinga.com/files/images/story/2024/09/11/movers-image.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, Blockchain, IPO, Retail & Wholesale, Financial Markets, Manufacturing, Earnings",0.602888182708158,0.7803628835469287,Bullish,False,True,False,False,Wednesday,45
Why VivoPower International Shares Are Trading Higher By Around 31%; Here Are 20 Stocks Moving Premarket - Vivopower Intl  ( NASDAQ:VVPR ) ,https://www.benzinga.com/news/24/07/39704316/why-vivopower-international-shares-are-trading-higher-by-around-31-here-are-20-stocks-moving-premark,2024-07-10 09:34:43,Avi Kapoor,Shares of VivoPower International PLC VVPR rose sharply in today's pre-market trading after the company announced it secured an extension for a $34 million loan financing facility agreement. VivoPower International shares jumped 31.4% to $3.35 in pre-market trading.,https://cdn.benzinga.com/files/images/story/2024/07/10/Movers.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Energy & Transportation, Technology, Finance",0.7108554045934738,0.901755367095247,Bullish,False,False,False,True,Wednesday,38
CN Energy Group Receives Re-order from Water Purification Customer for its Activated Carbon - CN Energy Group  ( NASDAQ:CNEY ) ,https://www.benzinga.com/pressreleases/24/03/n37745834/cn-energy-group-receives-re-order-from-water-purification-customer-for-its-activated-carbon,2024-03-15 13:30:00,PRNewswire,"LISHUI, China, March 15, 2024 /PRNewswire/ -- CN Energy Group. Inc.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,News,www.benzinga.com,"Technology, Financial Markets",0.7508896896835211,0.8180510857502123,Bullish,False,False,False,True,Friday,11
"Why NeoGenomics Shares Are Trading Higher By Around 13%; Here Are 20 Stocks Moving Premarket - Biofrontera  ( NASDAQ:BFRI ) , Avinger  ( NASDAQ:AVGR ) ",https://www.benzinga.com/news/24/02/37234200/why-neogenomics-shares-are-trading-higher-by-around-13-here-are-20-stocks-moving-premarket,2024-02-21 13:06:42,Avi Kapoor,"Shares of NeoGenomics, Inc. NEO rose sharply in today's pre-market trading after the company reported better-than-expected fourth-quarter financial results and issued FY24 adjusted EPS guidance above estimates.",https://cdn.benzinga.com/files/images/story/2024/02/21/image15.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Earnings, Technology",0.5792751672588594,0.6268077745377116,Somewhat-Bullish,False,True,False,False,Wednesday,27
"Why VCI Global Shares Are Trading Lower By Around 30%; Here Are 20 Stocks Moving Premarket - Atreca  ( NASDAQ:BCEL ) , Aeries Technology  ( NASDAQ:AERT ) ",https://www.benzinga.com/news/24/01/36609243/why-vci-global-shares-are-trading-lower-by-around-30-here-are-20-stocks-moving-premarket,2024-01-12 12:52:45,Avi Kapoor,"Shares of VCI Global Limited VCIG fell sharply in pre-market trading after the company announced pricing of $2.75 million public offering. VCI Global shares tumbled 29.5% to $1.10 in pre-market trading Here are some other stocks moving in pre-market trading. Volcon, Inc.",https://cdn.benzinga.com/files/images/story/2024/01/12/image39.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, IPO, Retail & Wholesale, Financial Markets, Manufacturing, Earnings, Real Estate & Construction",0.39283878584843696,0.5269557484929062,Neutral,False,True,False,False,Friday,42
"Why Juniper Networks Shares Are Trading Higher By Over 23%; Here Are 20 Stocks Moving Premarket - Bit Brother  ( NASDAQ:BETS ) , ARB IOT Group  ( NASDAQ:ARBB ) ",https://www.benzinga.com/news/24/01/36554974/why-juniper-networks-shares-are-trading-higher-by-over-23-here-are-20-stocks-moving-premarket,2024-01-09 13:23:11,Avi Kapoor,"Shares of Juniper Networks, Inc. JNPR rose sharply in pre-market trading on Tuesday. Hewlett Packard Enterprise Co HPE is reportedly in advanced discussions to acquire networking equipment competitor Juniper Networks. Juniper Networks shares climbed 23.3% to $37.26 in pre-market trading.",https://cdn.benzinga.com/files/images/story/2024/01/09/image21.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Retail & Wholesale, Financial Markets, Manufacturing, Real Estate & Construction, Technology",0.5556915630387682,0.6783989287519301,Somewhat-Bullish,False,True,False,False,Tuesday,40
"Why Titan Pharmaceuticals Shares Are Trading Higher By 15%; Here Are 20 Stocks Moving Premarket - Bone Biologics  ( NASDAQ:BBLG ) , Asset Entities  ( NASDAQ:ASST ) ",https://www.benzinga.com/news/23/12/36426897/why-titan-pharmaceuticals-shares-are-trading-higher-by-15-here-are-20-stocks-moving-premarket,2023-12-29 13:51:40,Avi Kapoor,"Shares of Titan Pharmaceuticals, Inc. TTNP rose sharply in today's pre-market trading session. Titan Pharmaceuticals said its Board of Directors has approved a 1-for-20 reverse stock split. Titan Pharmaceuticals shares jumped 15.2% to $0.38 in pre-market trading.",https://cdn.benzinga.com/files/images/story/2023/12/29/image21.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, IPO, Financial Markets, Manufacturing, Technology",0.7239167914309683,0.5864735826543958,Neutral,False,False,False,True,Friday,37
"Why Rocket Lab Shares Are Trading Higher By 15%; Here Are 20 Stocks Moving Premarket - Advent Technologies Hldgs  ( NASDAQ:ADN ) , Asset Entities  ( NASDAQ:ASST ) ",https://www.benzinga.com/news/23/12/36360331/why-rocket-lab-shares-are-trading-higher-by-15-here-are-20-stocks-moving-premarket,2023-12-22 12:58:31,Avi Kapoor,"Shares of Rocket Lab USA, Inc. RKLB shares rose sharply in pre-market trading after the company announced a new $515 million contract with a U.S. government customer.",https://cdn.benzinga.com/files/images/story/2023/12/22/image_3.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Technology, IPO, Financial Markets, Manufacturing, Earnings, Real Estate & Construction",0.5393669302939863,0.6477551204719884,Somewhat-Bullish,False,True,False,False,Friday,27
"Top 3 Materials Stocks That Could Lead To Your Biggest Gains In December - CN Energy Group  ( NASDAQ:CNEY ) , ReTo Eco-Solutions  ( NASDAQ:RETO ) ",https://www.benzinga.com/trading-ideas/long-ideas/23/12/36340735/top-3-materials-stocks-that-could-lead-to-your-biggest-gains-in-december,2023-12-21 12:03:35,Avi Kapoor,"The most oversold stocks in the materials sector presents an opportunity to buy into undervalued companies. The RSI is a momentum indicator, which compares a stock's strength on days when prices go up to its strength on days when prices go down.",https://cdn.benzinga.com/files/images/story/2023/12/21/image_4.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Technology",0.6145700428423573,0.7201164687022927,Somewhat-Bullish,False,False,False,True,Thursday,42
"Why UP Fintech Shares Are Trading Higher By Around 7%; Here Are 20 Stocks Moving Premarket - AgriFORCE Growing Systems  ( NASDAQ:AGRI ) , Apollomics  ( NASDAQ:APLM ) ",https://www.benzinga.com/news/23/11/35956771/why-up-fintech-shares-are-trading-higher-by-around-7-here-are-20-stocks-moving-premarket,2023-11-27 13:10:25,Lisa Levin,"Shares of UP Fintech Holding Limited TIGR surged in pre-market trading after the company results for the third quarter. UP Fintech Holding posted adjusted EPADS of 10 cents up from 4 cents in the year-ago period. The company's quarterly sales came in at $70.10 million versus, $55.41 million a ...",https://cdn.benzinga.com/files/images/story/2023/11/27/image_5.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Technology, Finance, Retail & Wholesale, Financial Markets, Earnings, Real Estate & Construction",0.5754222962327017,0.7325110242333404,Somewhat-Bullish,False,True,False,False,Monday,50
"Why Better Therapeutics Are Trading Higher By 51%; Here Are 20 Stocks Moving Premarket - Better Therapeutics  ( NASDAQ:BTTX ) , Acumen Pharmaceuticals  ( NASDAQ:ABOS ) ",https://www.benzinga.com/news/23/07/33182529/why-better-therapeutics-are-trading-higher-by-51-here-are-20-stocks-moving-premarket,2023-07-11 12:33:53,Lisa Levin,"CytoMed Therapeutics Limited GDTC shares surged 109.2% to $7.30 in pre-market trading after gaining 9% on Monday. Better Therapeutics, Inc.",https://cdn.benzinga.com/files/images/story/2023/07/11/better_therapeutics_-_logo.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Technology, Economy - Monetary, IPO, Retail & Wholesale, Financial Markets, Manufacturing",0.45798886014680407,0.35012687203552767,Neutral,False,True,False,False,Tuesday,20
"Why Manchester United Shares Are Trading Higher By 30%; Here Are 20 Stocks Moving Premarket - Advanced Health  ( NASDAQ:AHI ) , Asset Entities  ( NASDAQ:ASST ) ",https://www.benzinga.com/news/23/06/32833165/why-manchester-united-shares-are-trading-higher-by-30-here-are-20-stocks-moving-premarket,2023-06-13 12:15:19,Lisa Levin,"YS Biopharma Co., Ltd. YS shares rose 90.3% to $2.36 in pre-market trading after dropping over 7% on Monday. YS Biopharma's PIKA Rabies Vaccine recently received Phase 3 clinical trial approval from Philippines FDA. The OLB Group, Inc. OLB shares surged 61.2% to $1.08 in pre-market trading.",https://cdn.benzinga.com/files/images/story/2023/06/13/manchester_united_-_logo_0.jpg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Financial Markets, Manufacturing, Real Estate & Construction, Technology, Finance",0.5716884706580972,0.6878270580450417,Somewhat-Bullish,False,True,False,False,Tuesday,47
CNEY Awarded License Renewal to Process and Sell Wood Products; Expects to Enhance Operating Efficiencies,https://www.prnewswire.com/news-releases/cney-awarded-license-renewal-to-process-and-sell-wood-products-expects-to-enhance-operating-efficiencies-301826989.html,2023-05-17 12:30:00,CN Energy Group. Inc.,CNEY Awarded License Renewal to Process and Sell Wood ... PR ...,Unknown,PR Newswire,Unknown,www.prnewswire.com,"Technology, Financial Markets",0.7503210725855132,0.743406735593815,Somewhat-Bullish,False,False,False,True,Wednesday,12
9 Hot Penny Stocks Under $0.99 To Watch Right Now,https://pennystocks.com/featured/2023/04/05/9-hot-penny-stocks-under-0-99-to-watch-right-now/,2023-04-05 15:48:12,J. Samuel,"What are penny stocks? This is probably a question you're asking if you're brand new to the stock market. The basic definition includes stocks trading for less than $5 and are typically associated with smaller start-up companies. However, that doesn't leave out the fair share of companies that ...",https://pennystocks.com/wp-content/uploads/2023/01/best-penny-stocks-under-1.jpg,PennyStocks.com,Unknown,pennystocks.com,"Life Sciences, Technology, Financial Markets",0.7061454063161314,0.4839990135069654,Neutral,False,False,False,True,Wednesday,49
CN Energy Bags $0.84M Activated Carbon Order - CN Energy Group  ( NASDAQ:CNEY ) ,https://www.benzinga.com/news/23/03/31419463/cn-energy-bags-0-84m-activated-carbon-order,2023-03-20 13:30:49,Akanksha Bakshi,"CN Energy Group Inc. CNEY subsidiary, Zhejiang CN Energy New Materials Co., Ltd., has signed a contract to supply high-quality wood-based activated carbon to a buyer for direct application in the pharmaceutic industry. The order size is RMB5.76 million, equivalent to ~$0.84 million.",https://cdn.benzinga.com/files/images/story/2023/03/20/cney.png?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,News,www.benzinga.com,"Technology, Financial Markets",0.6664318436779162,0.8018894467823481,Bullish,False,False,False,True,Monday,43
CNEY Wins a Large Activated Carbon Order,https://www.prnewswire.com/news-releases/cney-wins-a-large-activated-carbon-order-301775804.html,2023-03-20 12:30:00,CN Energy Group. Inc.,"LISHUI, China, March 20, 2023 /PRNewswire/ -- CN Energy Group. Inc. ( NASDAQ: CNEY ) ( ""CNEY"", or the ""Company"" ) today announced that its wholly-owned subsidiary, Zhejiang CN Energy New Materials Co., Ltd., has recently signed a contract to supply its high-quality wood-based activated carbon to ...",Unknown,PR Newswire,Unknown,www.prnewswire.com,"Technology, Financial Markets",0.6710143932953602,0.7628578425327861,Somewhat-Bullish,False,False,False,True,Monday,48
"Stocks That Hit 52-Week Lows On Friday - Ambev  ( NYSE:ABEV ) , Allarity Therapeutics  ( NASDAQ:ALLR ) ",https://www.benzinga.com/news/23/02/30856379/stocks-that-hit-52-week-lows-on-friday,2023-02-10 18:22:43,Benzinga Insights,"During Friday, 48 stocks hit new 52-week lows. The largest company by market cap to set a new 52-week low was Ambev ABEV. Reshape Lifesciences RSLS was the smallest company when considering market cap to set a new 52-week low.",https://cdn.benzinga.com/files/images/story/2023/movers_image_2747.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, Finance, Retail & Wholesale, Financial Markets, Manufacturing, Real Estate & Construction",0.23475903099803508,0.46656083865802217,Neutral,False,True,False,False,Friday,40
S&P 500 Down 1%; Crude Oil Drops Over 2%,https://www.benzinga.com/news/earnings/23/01/30628866/s-p-500-down-1-crude-oil-drops-over-2,2023-01-30 20:07:03,Lisa Levin,"U.S. stocks traded lower toward the end of trading, with the Nasdaq Composite dropping around 175 points on Monday. The Dow traded down 0.59% to 33,777.39 while the NASDAQ fell 1.58% to 11,438.31. The S&P 500 also fell, dropping, 1.03% to 4,028.82. Utilities shares rose by 0.1% on Monday.",https://cdn.benzinga.com/files/images/story/2023/01/30/image26.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, Economy - Monetary, IPO, Economy - Fiscal, Financial Markets, Earnings",0.5378753608127583,0.42092250993005975,Neutral,False,True,False,False,Monday,49
Dow Drops 75 Points; G Medical Innovations Shares Spike Higher,https://www.benzinga.com/news/earnings/23/01/30626309/dow-drops-75-points-g-medical-innovations-shares-spike-higher,2023-01-30 17:11:34,Lisa Levin,"U.S. stocks traded lower midway through trading, with the Nasdaq Composite dropping more than 100 points on Monday. The Dow traded down 0.23% to 33,901.34 while the NASDAQ fell 1.25% to 11,476.46. The S&P 500 also fell, dropping, 0.68% to 4,043.02. Consumer staples shares rose by 0.3% on Monday.",https://cdn.benzinga.com/files/images/story/2023/01/30/image31.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"Life Sciences, Technology, Economy - Monetary, IPO, Economy - Fiscal, Retail & Wholesale, Financial Markets, Earnings",0.5378557533266202,0.42109618828122697,Neutral,False,True,False,False,Monday,49
Why CN Energy Group Shares Are Getting Hammered,https://www.benzinga.com/news/23/01/30623186/why-cn-energy-group-shares-are-getting-hammered,2023-01-30 15:14:15,Henry Khederian,"CN ENERGY GROUP Inc CNEY shares are trading lower by 72.95% to $0.59 Monday morning after the company announced a proposed underwritten public offering of securities. CN Energy Group says the offering consists of 18,183,274 units/pre-funded units of both class A ordinary shares and warrants to ...",https://cdn.benzinga.com/files/images/story/2023/01/30/25.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,"IPO, Technology, Financial Markets",0.5335238994248004,0.5622341635737447,Neutral,False,True,False,False,Monday,47
US Stocks Open Lower; Nasdaq Down 1%,https://www.benzinga.com/news/earnings/23/01/30623320/us-stocks-open-lower-nasdaq-down-1,2023-01-30 14:54:24,Lisa Levin,"U.S. stocks traded mostly lower this morning, with the Nasdaq Composite dropping more than 100 points on Monday. Following the market opening Monday, the Dow traded down 0.14% to 33,931.09 while the NASDAQ fell 1% to 11,504.93. The S&P 500 also fell, dropping, 0.54% to 4,048.50.",https://cdn.benzinga.com/files/images/story/2023/01/30/image20.jpg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"Life Sciences, Technology, Economy - Monetary, IPO, Economy - Fiscal, Retail & Wholesale, Financial Markets, Earnings",0.5245772836068812,0.422446537461552,Neutral,False,True,False,False,Monday,46
Why CN Energy Group Shares Are Trading Lower By 47%; Here Are 20 Stocks Moving Premarket,https://www.benzinga.com/news/23/01/30621030/why-cn-energy-group-shares-are-trading-lower-by-47-here-are-20-stocks-moving-premarket,2023-01-30 13:14:25,Lisa Levin,"BigBear.ai Holdings, Inc. BBAI shares rose 45.4% to $3.52 in pre-market trading after gaining around 7% on Friday. BigBear.AI recently announced a $25 million private placement. Freight Technologies, Inc. FRGT rose 34.1% to $0.5431 in pre-market trading after jumping 22% on Friday.",https://cdn.benzinga.com/files/images/story/2023/01/30/image20.jpeg?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, IPO, Financial Markets, Manufacturing, Earnings",0.5140466630159395,0.42513334155410865,Neutral,False,True,False,False,Monday,42
CNEY Reports Its Audited Financial Results for Fiscal Year 2022,https://www.prnewswire.com/news-releases/cney-reports-its-audited-financial-results-for-fiscal-year-2022-301732802.html,2023-01-27 22:15:00,CN Energy Group. Inc.,"LISHUI, China, Jan. 27, 2023 /PRNewswire/ -- CN Energy Group. Inc. ( NASDAQ: CNEY ) today reported to the public its audited annual financial statements for the fiscal year ended September 30, 2022 ( FY2022 ) .",Unknown,PR Newswire,Unknown,www.prnewswire.com,"Earnings, Technology, Financial Markets",0.791764295608063,0.7337198255574642,Somewhat-Bullish,False,False,False,True,Friday,37
CNEY Entered the Drinkable Water Market with a Large Order,https://www.benzinga.com/pressreleases/23/01/n30601771/cney-entered-the-drinkable-water-market-with-a-large-order,2023-01-27 13:30:00,PRNewswire,"LISHUI, China, Jan. 27, 2023 /PRNewswire/ -- CN Energy Group. Inc. CNEY today announced that its wholly owned subsidiary, Zhejiang CN Energy New Materials Co., Ltd., had recently obtained a first order to supply high-quality wood-based activated carbon directly to a producer of potable water.",https://www.benzinga.com/next-assets/images/schema-image-default.png,Benzinga,News,www.benzinga.com,Technology,0.7247024914112208,0.788745469166014,Bullish,False,False,False,True,Friday,45
CN Energy Establishes its U.S. Headquarters to Expand Its Biochar and Wood-based Activated Carbon Businesses in Global Markets,https://www.prnewswire.com/news-releases/cn-energy-establishes-its-us-headquarters-to-expand-its-biochar-and-wood-based-activated-carbon-businesses-in-global-markets-301727829.html,2023-01-23 13:30:00,CN Energy Group. Inc.,CN Energy Establishes its U.S. Headquarters to Expand Its Biochar ... PR ...,Unknown,PR Newswire,Unknown,www.prnewswire.com,Technology,0.6252631254613011,0.7394008444241433,Somewhat-Bullish,False,False,False,True,Monday,13
CNEY Receives Nasdaq Notification Regarding Minimum Bid Price Deficiency,https://www.prnewswire.com/news-releases/cney-receives-nasdaq-notification-regarding-minimum-bid-price-deficiency-301722962.html,2023-01-17 13:30:00,CN Energy Group. Inc.,CNEY Receives Nasdaq Notification Regarding Minimum Bid Price ... PR ...,Unknown,PR Newswire,Unknown,www.prnewswire.com,"Technology, Financial Markets",0.5230507007575492,0.5960441281954646,Somewhat-Bullish,False,True,False,False,Tuesday,11
"Why Horizon Therapeutics Shares Are Trading Higher By Over 30%; Here Are 32 Stocks Moving Premarket - Akanda  ( NASDAQ:AKAN ) , Aspen Aerogels  ( NYSE:ASPN ) ",https://www.benzinga.com/news/22/11/29903371/why-horizon-therapeutics-shares-are-trading-higher-by-over-30-here-are-32-stocks-moving-premarket,2022-11-30 12:42:16,Lisa Levin,Kalera Public Limited Company KAL shares rose 33.3% to $0.2399 in pre-market trading after jumping 45% on Tuesday. Kalera recently announced restructuring process for German subsidiary.,https://cdn.benzinga.com/files/images/story/2022/11/30/image11.jpg?optimize=medium&dpr=2&auto=webp&width=3840,Benzinga,Trading,www.benzinga.com,"Life Sciences, Energy & Transportation, Technology, Finance, IPO, Retail & Wholesale, Financial Markets, Manufacturing, Earnings, Real Estate & Construction",0.3385820706345683,0.41740204975190054,Neutral,False,True,False,False,Wednesday,26
CN Energy Group. Inc. has Upgraded its 6G Gasification Reactors,https://www.prnewswire.com/news-releases/cn-energy-group-inc-has-upgraded-its-6g-gasification-reactors-301687100.html,2022-11-25 12:00:00,CN Energy Group. Inc.,"LISHUI, China, Nov. 25, 2022 /PRNewswire/ -- CN Energy Group. Inc. ( NASDAQ: CNEY ) today announced that its 6th-generation gasification reactors ( FLS-VI ) have been formally and smoothly put into full operation at its Tahe Factory, after completing all acceptance checks on design requirements ...",Unknown,PR Newswire,Unknown,www.prnewswire.com,Technology,0.7215919037888665,0.7567452329634564,Somewhat-Bullish,False,False,False,True,Friday,47
"Nasdaq Drops Over 50 Points; Bob Iger Returns To Walt Disney - CN Energy Group  ( NASDAQ:CNEY ) , Walt Disney  ( NYSE:DIS ) ",https://www.benzinga.com/news/earnings/22/11/29806644/nasdaq-drops-over-50-points-bob-iger-returns-to-walt-disney,2022-11-21 15:16:41,Lisa Levin,"U.S. stocks traded mixed this morning, with the Nasdaq Composite dropping over 50 points on Monday. Following the market opening Monday, the Dow traded up 0.04% to 33,760.87 while the NASDAQ fell 0.46% to 11,094.75. The S&P 500 also fell, dropping, 0.25% to 3,955.56.",https://cdn.benzinga.com/files/images/story/2022/11/21/image26.jpeg?width=1200&height=800&fit=crop,Benzinga,Markets,www.benzinga.com,"Life Sciences, Technology, Economy - Monetary, Financial Markets, Manufacturing, Earnings, Real Estate & Construction",0.33510174184503644,0.6377946670325491,Somewhat-Bullish,False,True,False,False,Monday,44
